,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
p1245,0.011197282,-0.12156055,-0.041039634,0.062043812,0.26557362,-0.011649156,0.0075315433,-0.133416,0.0075821034,0.29035178,0.034746114,-0.051491354,0.08250529,-0.24557313,0.038938303,0.16588189,-0.103977956,0.051366042,-0.38206697,0.2927608,0.086309515,-0.1329477,-0.18178593,-0.2844528,-0.1695638,0.07429784,-0.008505132,0.09527146,0.007581047,-0.044139437,-0.060074106,0.042108424,0.14247148,-0.026833052,-0.06636572,0.23104693,0.22196689,0.046331313,-0.006547336,0.27312106,0.17049952,0.11052672,0.05379,-0.018248787,0.14452842,-0.043779366,-0.0016585754,-0.04645645,-0.036405783,-0.075436905,0.09257551,0.05082718,-0.000814913,0.14027087,-0.22549106,-0.1660024,0.1223759,-0.20959301,0.023105467,0.26361424,-0.3092453,-0.08248337,-0.015155374,0.027123766,0.14115526,-0.101745255,0.04118186,-0.03821171,-0.03641596,-0.06469272,-0.09932786,-0.10406771,-0.21983823,-0.11674759,0.25602987,-0.13678081,-0.010152378,-0.17738612,-0.1436165,-0.14249443,-0.05718704,0.0002789348,0.049595863,0.14715363,0.085148945,0.25081956,0.017787328,-0.1759034,0.065988936,0.0037960445,-0.06497048,-0.017888337,0.12294207,0.12339481,0.15348539,0.11196168,0.015053626,-0.13077268,-0.024346165,0.04704415,-0.15940136,0.10129309,0.081274584,-0.17851983,0.07832377,0.007057191,0.043833815,0.089916706,0.26463655,0.010964065,-0.052648686,-0.2444102,-0.103362195,0.040760573,0.11157788,0.14148916,0.17418084,0.10352563,0.092693724,-0.03383894,-0.03793819,-0.13909614,-0.21614246,0.13365665,-0.11277194,-0.05201253,-0.13685997,0.003795291
p1246,-0.024938464,-0.08753602,0.015206295,0.041927245,0.22188704,-0.08192067,0.08669404,-0.102819405,0.01207407,0.31062484,0.10369645,-0.10987837,0.083043866,-0.22102538,0.08753137,0.18742725,-0.116190776,0.02742114,-0.34291837,0.30834347,0.116942145,-0.08240047,-0.20806855,-0.3030688,-0.13997592,0.09102213,-0.07250799,0.11940371,0.08017786,-0.07011606,-0.15864499,0.02753581,0.09078702,0.009013212,0.0065535014,0.19121848,0.17215961,0.032180153,0.03874842,0.16542898,0.11080957,0.1766015,0.02395463,-0.044538397,0.19732329,-0.121363685,-0.031029386,-0.009002444,0.06156311,0.04824845,0.13799435,0.071869396,0.040031254,0.07933428,-0.177181,-0.12381484,0.1449031,-0.18664432,-0.02415532,0.19064759,-0.32402238,0.018561259,0.041619416,-0.041789796,0.19410715,-0.11527587,0.092036456,0.02510408,0.0055231918,-0.06647949,-0.059119597,-0.123197034,-0.28895608,-0.12719075,0.2104934,-0.0700317,-0.018988522,-0.15147474,-0.17674942,-0.034423526,-0.117644355,-0.0395828,0.20014982,0.23469824,0.10517515,0.2658971,0.11649525,-0.25719094,0.051281616,0.07961459,-0.08020257,-0.08398906,0.060109682,0.05581812,0.1427308,0.11914006,-0.100436576,-0.15585767,-0.018051501,0.035255607,-0.20918009,0.12769343,0.056349486,-0.0769884,0.10282415,0.043881424,-0.02278655,0.10544931,0.21702483,-0.008546246,-0.016062435,-0.20222968,-0.052207153,0.08822029,0.041823115,0.071252376,0.18663923,0.05849059,0.11525173,0.043865167,-0.07648629,-0.18475598,-0.2039933,0.12809682,-0.18370399,-0.0074639055,-0.100410014,0.016483283
p1247,0.010783306,-0.10689754,-0.017852252,0.035051268,0.21888204,-0.08784566,0.040707603,-0.12712952,0.009166118,0.3094682,0.053621363,-0.11011744,0.096366115,-0.22026859,0.06765643,0.17975043,-0.13320152,0.045742776,-0.38524708,0.26175135,0.14293833,-0.10570264,-0.19498207,-0.27813902,-0.1735974,0.09346308,-0.076396555,0.09520944,0.019806216,-0.065832935,-0.11499913,0.010577245,0.12742023,0.019077737,-0.041216377,0.2167546,0.15495843,0.03725261,0.010202003,0.20611754,0.12168219,0.15486026,0.046717856,-0.02318401,0.1731078,-0.0873292,0.00014735156,-0.03767178,0.020034134,-0.016362052,0.15918173,0.06056215,0.020624755,0.08336239,-0.168154,-0.1529569,0.13414747,-0.19701792,-0.029553846,0.20500132,-0.33295393,-0.02813866,0.03543352,-0.024750523,0.17957443,-0.0970374,0.08816584,0.00854592,-0.05300166,-0.070015535,-0.052132983,-0.12174736,-0.2280235,-0.113044135,0.22103932,-0.09264777,-0.015860554,-0.15661223,-0.14849782,-0.07907306,-0.100084946,-0.031186415,0.11955951,0.18350688,0.10790379,0.23212238,0.05335623,-0.20736483,0.043313403,0.05633179,-0.09035079,-0.04215386,0.08013261,0.06868985,0.1655494,0.11101714,-0.0353735,-0.14917141,-0.027254289,0.05808006,-0.19271818,0.117956206,0.03824186,-0.094700895,0.09672226,0.017098108,0.011023338,0.12365944,0.23269011,0.007401865,-0.027620945,-0.21127966,-0.08712933,0.0761708,0.0730805,0.10614896,0.18201788,0.112405516,0.099224,0.009075496,-0.073402785,-0.149882,-0.20240653,0.13629809,-0.14564535,-0.007166173,-0.10691304,0.0124912
p1248,-0.011352048,-0.09191997,0.08897008,0.13161483,0.23213045,-0.09497401,0.10921999,-0.042392157,-0.05162359,0.2944097,0.07879822,-0.17626318,0.016252438,-0.13781454,0.11094033,0.22188509,-0.15596902,-0.0027535912,-0.24569611,0.35402343,0.07744668,-0.058067102,-0.18795119,-0.3095749,-0.07969319,0.13071442,-0.07163296,0.14019139,0.09587292,-0.05900211,-0.22685269,0.058613844,0.05597495,0.09205875,-0.027041918,0.13733748,0.118315965,-0.014069546,0.019516254,0.092181794,0.06716471,0.21604037,-0.009725719,-0.041281383,0.23906946,-0.18920295,-0.094761,0.08121141,0.16889162,0.09115637,0.17888561,0.12509312,0.0894777,0.03820487,-0.19640596,-0.05544877,0.1498363,-0.08425308,-0.12960057,0.043320194,-0.3114699,0.1302149,0.053823058,-0.07376122,0.28904676,-0.1871672,0.02892887,0.02159708,0.03443748,-0.09999727,-0.028254183,-0.12129945,-0.35632244,-0.18747382,0.1927819,-0.056514177,-0.038882058,-0.1677103,-0.23781446,0.038349673,-0.13276102,0.054401014,0.24705002,0.32987127,0.08879792,0.35161883,0.22014827,-0.27201897,0.008856654,0.14668348,0.005450756,-0.14424045,0.015432248,0.036404073,0.07393867,0.15469187,-0.20271501,-0.2411431,0.014597053,0.06908078,-0.24513645,0.12155146,0.053424105,-0.050729286,0.08920701,0.089736186,-0.09994761,0.11320843,0.21826978,-0.018295955,-0.015137629,-0.17825519,-0.028704053,0.10283614,-0.002283572,0.01261812,0.18700202,0.020813216,0.2017363,0.049636997,-0.09590668,-0.24801445,-0.13122427,0.14376505,-0.2736547,0.09079546,-0.05402278,0.022968797
p1249,-0.016614515,-0.057684228,-0.007016104,-0.010973147,0.1716961,-0.062268227,0.07683562,-0.087590195,-0.014207428,0.27618864,0.057365503,-0.09473412,0.06561755,-0.17518026,0.09524988,0.13522242,-0.12020061,0.008203038,-0.28193104,0.23583153,0.04054964,-0.077222735,-0.13792971,-0.23669638,-0.05961684,0.09348054,-0.005904052,0.08178942,0.013914828,-0.07568129,-0.11225827,-0.0019211702,0.11680944,-0.015083219,-0.012389673,0.14844492,0.14369,0.039677043,0.021182178,0.12466299,0.10122119,0.14545992,0.004078827,-0.007099208,0.1467214,-0.13295074,-0.0012561147,-0.016168643,0.04896669,0.041638087,0.09615828,0.09145795,0.018370083,0.039910056,-0.12503988,-0.10253578,0.092724755,-0.1217998,0.01153372,0.14263684,-0.25264087,0.016816052,0.052710325,-0.012647001,0.14161487,-0.07337823,0.027551921,0.031897597,0.00053519366,-0.034429543,-0.028456923,-0.12559676,-0.22289647,-0.10366503,0.16662058,-0.06138609,-0.0038959584,-0.13561858,-0.12577751,-0.05643773,-0.106201686,-0.015976885,0.16724138,0.16913661,0.05473501,0.20060655,0.06246425,-0.1884475,0.05436662,0.027800947,-0.07191487,-0.0431622,0.06611574,0.0310877,0.09259878,0.09654124,-0.062053483,-0.096616946,0.00434821,0.042796917,-0.16404258,0.08509754,0.040020682,-0.09940263,0.014172423,0.045789715,-0.0005729759,0.09677263,0.13938594,0.011787572,0.013474893,-0.19346812,-0.04375239,0.025128717,0.042078946,0.063732415,0.17016935,0.039592225,0.096587315,0.046139516,-0.051412154,-0.14513513,-0.15762979,0.101467855,-0.16080725,0.034567088,-0.098034866,0.011087361
p1250,-0.012585966,-0.09120409,0.0028735707,0.035005663,0.21023695,-0.08320838,0.04747219,-0.12239611,0.018827638,0.32163376,0.070048705,-0.10907768,0.102461234,-0.21939951,0.07388419,0.17901756,-0.12494191,0.0336041,-0.37901795,0.27094933,0.13531731,-0.08408896,-0.1879621,-0.29296002,-0.15879673,0.10609041,-0.08138855,0.09936687,0.043094944,-0.06425525,-0.15571025,0.016137876,0.10264777,0.006033901,-0.0141435675,0.21223795,0.15447949,0.044534624,0.035736397,0.18055026,0.10839959,0.16862756,0.046151027,-0.040294852,0.18534116,-0.10924467,0.008467507,-0.02644628,0.05179393,0.017099088,0.16067906,0.05973512,0.025552703,0.08408635,-0.17530337,-0.15536977,0.15378496,-0.20221464,-0.035477497,0.19144735,-0.3356788,-0.019646864,0.039903663,-0.027577024,0.19370882,-0.10382058,0.091914006,0.016842283,-0.03680748,-0.073902756,-0.053425282,-0.113759875,-0.24744646,-0.11560458,0.2115064,-0.076484434,-0.020225897,-0.16908056,-0.15677792,-0.06749378,-0.11168307,-0.0416841,0.1563816,0.21669288,0.11046875,0.25847998,0.08672193,-0.22873706,0.04573173,0.06867405,-0.086295456,-0.0649291,0.071692064,0.05764709,0.16829704,0.1050432,-0.061794072,-0.16267188,-0.013843048,0.057178546,-0.19973183,0.11940017,0.05236553,-0.077026606,0.099153034,0.023852857,0.0032152291,0.12621546,0.22661553,-0.003658672,-0.021652792,-0.2007581,-0.06888365,0.069807224,0.053362988,0.090471715,0.1773891,0.10052972,0.109938115,0.027550366,-0.06695353,-0.15873605,-0.2070901,0.13560097,-0.15546465,0.0050585065,-0.11100537,0.027149767
p1251,0.00062211405,-0.051509608,0.024935404,0.045515276,0.23655453,-0.039339244,0.08947205,-0.045750245,-0.04307087,0.26419058,0.0062023005,-0.10364545,0.011845092,-0.10364664,0.09426303,0.15087196,-0.20247829,-0.05370086,-0.25702083,0.33381048,-0.01357686,-0.107883856,-0.12905845,-0.27796584,0.02667734,0.13480839,-0.006129996,0.08134339,0.01723617,-0.08555122,-0.15986462,0.018615264,0.09578807,0.0674714,-0.02077774,0.10992021,0.09022259,0.029688807,-0.05645853,0.1262733,0.06606688,0.16807187,-0.0007461527,0.0169744,0.177731,-0.20886,-0.09732648,0.06775828,0.15341607,0.0389469,0.08626477,0.13804865,0.053867612,-0.021551725,-0.18566604,-0.037178434,0.07262466,0.0016454643,-0.04185484,0.01634441,-0.25385526,0.12680307,0.047359336,-0.047515325,0.23046295,-0.119837664,-0.058406375,0.025724363,0.036195368,-0.043006625,-0.032913417,-0.15941684,-0.30882987,-0.18910684,0.15661205,-0.08844064,-0.009718076,-0.12791593,-0.2021689,-0.090468355,-0.11478472,0.07073746,0.1529079,0.22069587,0.0077624586,0.29515323,0.118467964,-0.22338623,-0.027506374,0.08239055,0.049026757,-0.07365494,0.012564057,0.034205504,0.050701667,0.12950821,-0.15079881,-0.14591871,0.04742268,0.07967556,-0.17050141,0.0958616,0.099524446,-0.11887519,-0.024655074,0.06888175,-0.063268945,0.058889803,0.14833438,0.032107145,0.00038070328,-0.18737072,-0.03928907,0.013144788,0.059831653,0.03273832,0.16307764,-0.00635779,0.1556664,0.02133444,-0.055114187,-0.26467302,-0.06410276,0.12635341,-0.253331,0.12567222,-0.08241938,-0.012299858
p1252,0.032905906,-0.09107979,-0.028377226,0.10839279,0.24526514,-0.007771171,0.025436973,-0.083238944,0.012068606,0.2630024,0.046474915,-0.027323617,0.0433994,-0.2025965,0.059596624,0.16936015,-0.12327246,0.057308096,-0.30314744,0.3245533,0.08820847,-0.12497157,-0.17495699,-0.28290406,-0.11549316,0.07569791,-0.03776925,0.09804505,0.054373797,-0.023483494,-0.0933133,0.062017538,0.08464925,-0.00405917,-0.04662825,0.20829764,0.16675636,0.023004817,-0.017172612,0.20850086,0.13264592,0.15245405,0.049994774,-0.011954237,0.1640654,-0.080797166,-0.06552518,0.018974572,0.03821903,-0.03302393,0.090762965,0.0458373,0.042650454,0.09059456,-0.20531279,-0.12688982,0.11276533,-0.15319183,-0.006370526,0.17435558,-0.2809873,-0.0138513055,-0.030973881,0.018906282,0.16572753,-0.13978271,0.02855262,-0.03214503,-0.01634044,-0.0852182,-0.106993385,-0.11100483,-0.23625535,-0.12986839,0.23812637,-0.13648064,-0.030123306,-0.14791538,-0.17117997,-0.07774604,-0.064061545,0.031034505,0.06940652,0.18597838,0.079524085,0.29034033,0.0834999,-0.19194283,0.059157547,0.048070755,0.003550409,-0.04949324,0.07371253,0.11151185,0.096314155,0.11624876,-0.042472463,-0.1685424,-0.00045598033,0.046080235,-0.14264196,0.11294781,0.11555844,-0.14494582,0.085206516,0.03377491,-8.0878286e-05,0.05900645,0.2359307,0.008093365,-0.059594736,-0.19520053,-0.07488823,0.061439533,0.06860841,0.10221299,0.13665895,0.03841776,0.09840876,-0.036602683,-0.053441506,-0.18308769,-0.17415345,0.13766444,-0.135397,-0.026354745,-0.09979678,0.0025768885
p1253,-0.0175681,-0.09539266,0.011020202,0.006129496,0.20139372,-0.12661642,0.07904806,-0.1178742,0.010336187,0.3405307,0.089289635,-0.12479981,0.11175264,-0.23249754,0.07529261,0.18121356,-0.14560531,0.02826972,-0.3957015,0.2633547,0.16350555,-0.0812438,-0.21433204,-0.30492184,-0.17570622,0.1097876,-0.09467362,0.10781675,0.06144697,-0.06374158,-0.17831737,0.008447012,0.12591727,0.007896119,0.007362423,0.23367254,0.16154732,0.046517037,0.033971377,0.17568266,0.10915795,0.18694392,0.048606854,-0.05498551,0.1982244,-0.12337863,0.020040078,-0.035302613,0.06959069,0.05032984,0.17025292,0.07683123,0.030281799,0.06382147,-0.15417099,-0.16453677,0.16077317,-0.2130337,-0.015605203,0.21955925,-0.35727978,-0.016921854,0.07343735,-0.050442703,0.21005599,-0.098048836,0.116360076,0.046444666,-0.024798116,-0.08011993,-0.03905903,-0.11790695,-0.25270927,-0.10701775,0.21316066,-0.07312035,-0.02513931,-0.16331683,-0.165435,-0.042039778,-0.14686766,-0.07080317,0.21449104,0.24680993,0.1250803,0.25361028,0.09015921,-0.24883032,0.057659063,0.07403017,-0.12698203,-0.054797936,0.05645054,0.04951868,0.16997537,0.10811338,-0.08855199,-0.16504847,-0.032552652,0.058307786,-0.2289745,0.1389914,0.036762364,-0.07885569,0.11496767,0.022608701,-0.010230777,0.14670883,0.20888433,-0.0024407578,-0.020557389,-0.21035297,-0.078197084,0.08441395,0.047092985,0.086743146,0.19760464,0.11913872,0.112361096,0.057110213,-0.07636582,-0.17848054,-0.23177327,0.14706393,-0.15565112,0.0003193066,-0.09930739,0.030349363
p1254,0.0379215,-0.018306691,-0.05118911,-0.068637945,0.23263723,0.014662269,0.07251004,-0.08160046,-0.053516522,0.30438063,-0.050998747,-0.025244614,0.047374062,-0.11314494,0.06826806,0.041847542,-0.23120463,-0.09511744,-0.29666132,0.3046578,-0.15635745,-0.14725134,-0.0552482,-0.2246002,0.14486174,0.10964123,0.11443039,0.024281217,-0.099025935,-0.09519509,-0.039561663,-0.042897116,0.18296549,-0.01775927,-0.04946269,0.089757405,0.10287087,0.12887928,-0.12128347,0.18671668,0.06158767,0.072865225,-0.0099013485,0.09133426,0.061995056,-0.23464818,-0.0487249,0.018354006,0.08333017,0.0016719071,-0.031629283,0.14485084,-0.051024873,-0.036808852,-0.17207882,-0.07236422,0.010899199,0.0404733,0.12770917,0.10201215,-0.21518523,0.050638366,0.03607917,0.0050026467,0.07121724,-0.041764684,-0.13334057,0.0064909975,0.052646182,0.028963543,-0.014956918,-0.18049085,-0.2087792,-0.11900552,0.12233182,-0.123349644,0.025127148,-0.116636604,-0.15349701,-0.25568366,-0.06699995,0.057992842,0.042443965,0.052728463,-0.076259606,0.2033845,-0.039436754,-0.15912333,-0.030549832,-0.07228331,-0.005002031,0.02788079,0.0480561,0.049890414,0.02116903,0.08474132,-0.038264103,0.03475453,0.06697693,0.07605696,-0.06426795,0.017985256,0.13077353,-0.22531547,-0.1645063,0.038982313,0.05096731,0.015582785,0.067690134,0.09088212,0.0042394847,-0.24252841,-0.09988314,-0.09953504,0.1624653,0.055575594,0.18318944,-0.0167005,0.084498584,0.02278874,-0.02385197,-0.17765395,-0.033715036,0.10261677,-0.18962738,0.13103984,-0.148822,-0.025500908
p1255,-0.006315497,-0.10598368,0.0701673,0.08652091,0.21180798,-0.09633446,0.09721906,-0.03532941,-0.03352193,0.27565014,0.057662297,-0.13534304,0.036951426,-0.11117846,0.10948573,0.17609331,-0.15858373,-0.0033244402,-0.20942,0.33372912,0.050754637,-0.055321243,-0.18457916,-0.30244017,-0.01648982,0.13652319,-0.052995432,0.08309442,0.09453924,-0.06468118,-0.2171717,0.05027957,0.059744757,0.072253995,0.024534902,0.1323357,0.13224736,0.0029463093,0.017941268,0.08365639,0.05829964,0.20956892,0.011796349,-0.050063133,0.22395131,-0.23410815,-0.07785187,0.05662589,0.1726448,0.11935914,0.14715707,0.12293085,0.09897956,-0.009167176,-0.12676992,-0.025032189,0.12791991,-0.05787882,-0.09762847,0.019213537,-0.26958847,0.1490706,0.059277415,-0.08345125,0.28634596,-0.15838104,0.019091506,0.03226331,0.047087263,-0.09121988,-0.04605174,-0.09723058,-0.3803477,-0.17133917,0.17693916,-0.053545598,-0.043436293,-0.14537211,-0.22101536,0.014642348,-0.17427088,0.029499488,0.29435253,0.31857848,0.08572893,0.3325884,0.21105929,-0.2913481,0.0067971414,0.1219367,-0.0015309422,-0.10805418,-0.022616424,0.05580394,0.048116613,0.14814447,-0.22793734,-0.19185066,0.0037798407,0.06999636,-0.23452231,0.13611422,0.063660584,-0.07825459,0.08151873,0.06772717,-0.11840714,0.08186691,0.14194286,0.002806666,-0.010982063,-0.16411996,-0.010703716,0.078764424,0.0009769249,0.020684667,0.16525705,-0.035262454,0.17705281,0.08563603,-0.07744123,-0.25062513,-0.123894356,0.13044998,-0.2581593,0.09051203,-0.08501256,0.037595097
p1256,-0.00068849616,-0.09943965,-0.011256158,0.03677972,0.21956438,-0.06331877,0.06593203,-0.09828342,-0.0019847727,0.30508307,0.05500511,-0.101303056,0.090367526,-0.20526364,0.080163784,0.17168926,-0.1232896,0.031293456,-0.36469308,0.2632525,0.11672621,-0.10131082,-0.18498503,-0.26991674,-0.15579082,0.097436465,-0.05350355,0.11388499,0.022584194,-0.07355125,-0.13957363,0.014813491,0.11877521,0.013323693,-0.031713225,0.20948644,0.17275348,0.043135036,0.024123564,0.1958013,0.12512492,0.13768314,0.026857398,-0.031234425,0.160862,-0.10232101,-0.0034983838,-0.025290752,0.029088816,0.00054046774,0.13743548,0.07164232,0.033058126,0.08379211,-0.17251277,-0.13008974,0.14237869,-0.18091896,-0.030344527,0.18891877,-0.32860383,-0.03360968,0.032417577,-0.02685461,0.19004239,-0.108016685,0.06577106,0.023112748,-0.03049211,-0.07952556,-0.04558042,-0.106314644,-0.23515551,-0.09995706,0.21360873,-0.079751626,0.0024800003,-0.15052578,-0.15137488,-0.07495918,-0.09352864,-0.037747025,0.13052703,0.17768486,0.09806896,0.24639659,0.070474744,-0.21332844,0.057121444,0.052621953,-0.060348462,-0.05182529,0.07304157,0.05537,0.14666636,0.11401357,-0.039687876,-0.13324645,-0.0121477535,0.057954423,-0.19217014,0.101075985,0.043546226,-0.09826116,0.07383691,0.023877962,0.008065361,0.10368962,0.23321865,0.011910232,-0.023622807,-0.197572,-0.07165412,0.074222095,0.05000891,0.10264459,0.17046423,0.101910844,0.11849364,0.022419209,-0.056356072,-0.16332737,-0.1855624,0.12729393,-0.1477403,0.008384968,-0.1119532,0.015139572
p1257,-0.00046614965,-0.073557004,0.07127602,0.20641112,0.2946688,-0.0958778,0.09193083,-0.0092074005,-0.004334731,0.28271964,0.050821748,-0.150377,0.0057341396,-0.112981305,0.10692582,0.25216752,-0.21719567,-0.022565443,-0.25405344,0.44772616,0.13032168,-0.100362636,-0.2211516,-0.37790117,-0.09641807,0.15513326,-0.11297417,0.1101771,0.1620968,-0.039362434,-0.28476244,0.07637117,-0.0080156,0.13744214,0.005347393,0.20612921,0.091462664,0.019457445,-0.04489673,0.113056734,0.0638514,0.26840395,0.02958341,-0.028340636,0.26560155,-0.2075042,-0.15103784,0.1581751,0.24820356,0.07702091,0.20275779,0.13155338,0.12799938,-0.0077701937,-0.22021481,-0.013432903,0.15493877,-0.024651978,-0.15428674,-0.047261942,-0.33960047,0.17380534,0.025905171,-0.09124861,0.37483263,-0.23808645,0.045413107,0.01812277,0.038084943,-0.12195315,-0.071791574,-0.15423945,-0.46396205,-0.24296105,0.23105687,-0.10967217,-0.100721,-0.14507438,-0.30101377,0.00311918,-0.16048227,0.065156,0.25028127,0.39730057,0.060998946,0.41990215,0.26883918,-0.29535875,-0.008310354,0.1516405,0.10724401,-0.1440451,-0.045827065,0.10991087,0.062808774,0.1614553,-0.29596663,-0.325199,0.03186432,0.09267375,-0.25462776,0.15301344,0.12571199,-0.048864275,0.15451387,0.09900576,-0.16566035,0.05643809,0.22522222,0.0063887774,-0.02706574,-0.18690509,-0.039796256,0.09541006,-0.0061317445,0.024584483,0.16272905,0.019170688,0.23199934,0.03370343,-0.100819886,-0.34729126,-0.13079637,0.18772775,-0.3086265,0.116713695,-0.038916267,0.009912299
p1258,-0.005606335,-0.05753247,0.015199696,0.020942397,0.19909315,-0.09287103,0.09515425,-0.101604246,-0.012771157,0.2967595,0.08211193,-0.1035844,0.053200904,-0.17937347,0.096033275,0.15858017,-0.15578482,0.017770471,-0.30060518,0.28793487,0.08341272,-0.08033362,-0.16259922,-0.28666905,-0.08446752,0.10239554,-0.046830606,0.10178547,0.06001633,-0.060930368,-0.1759888,0.012582687,0.09445276,0.010006573,0.008342189,0.16563511,0.13996391,0.026462952,0.028231563,0.14396016,0.102609515,0.19360496,0.010892784,-0.03500833,0.20212571,-0.16505091,-0.048490033,0.022474898,0.119641736,0.07409558,0.13246514,0.09542879,0.023391593,0.040159643,-0.14911596,-0.1119565,0.11645609,-0.13192761,-0.019951615,0.13216792,-0.30005202,0.056730393,0.042228635,-0.0388124,0.1839531,-0.11365234,0.05714258,0.041747633,0.017363908,-0.06426634,-0.03552898,-0.12739468,-0.27056557,-0.13922605,0.20916405,-0.071866505,-0.02571242,-0.14385332,-0.17269228,-0.03255221,-0.13652378,-0.023743374,0.1960921,0.22599898,0.08300633,0.26799142,0.12600064,-0.24263977,0.032978732,0.086845435,-0.072125,-0.06443499,0.04824089,0.044667535,0.10936494,0.099541,-0.1072243,-0.16138594,0.008104717,0.059795324,-0.19699223,0.11182215,0.067077726,-0.086863965,0.05981682,0.0511445,-0.035250682,0.116159305,0.1809785,-0.0025832935,-0.016163122,-0.1902912,-0.052595165,0.05617128,0.05048346,0.05831621,0.16967255,0.04500208,0.123802796,0.05009696,-0.079343386,-0.18757859,-0.17497046,0.13992225,-0.20159332,0.040492635,-0.08015924,0.008584461
p1259,-0.011506649,-0.103504956,0.061108444,0.18284324,0.26446268,-0.12930731,0.09290657,-0.010077857,-0.019318553,0.30198073,0.07878356,-0.1452512,0.016443282,-0.11257403,0.086984,0.25113252,-0.21144871,-0.021367423,-0.2783534,0.41023248,0.14493388,-0.07587991,-0.220854,-0.3799804,-0.12000187,0.14711061,-0.13139218,0.122952335,0.14483656,-0.050831724,-0.29950646,0.07404244,0.02678889,0.14434968,-0.008147417,0.20229742,0.09772554,-0.0045079766,-0.017084189,0.11775929,0.049968783,0.26908565,0.055023983,-0.053151462,0.25801045,-0.1838919,-0.140085,0.13339838,0.21888177,0.07364584,0.2197161,0.10253028,0.11650387,-0.004809457,-0.18092884,-0.045995083,0.16242993,-0.076445155,-0.16814564,-0.010853523,-0.3549129,0.15176225,0.009252416,-0.09706528,0.37055352,-0.23919393,0.05562368,0.044398427,0.016888779,-0.12729229,-0.050771806,-0.14100859,-0.43762317,-0.21739459,0.22642057,-0.113749735,-0.09073429,-0.15233637,-0.28020993,0.016798684,-0.16490792,0.05273873,0.2479685,0.39276266,0.08815821,0.4064059,0.28320995,-0.29877856,0.008555662,0.1790178,0.06413829,-0.16671324,-0.0336613,0.08953306,0.114624955,0.1729561,-0.27307805,-0.31407562,0.029701838,0.09481489,-0.2780041,0.16749363,0.09203184,-0.04223152,0.15629931,0.084726855,-0.136317,0.07054774,0.26022965,-0.002660497,-0.040617757,-0.16235033,-0.031490967,0.108848445,-0.00676984,0.042449716,0.16317788,0.04136087,0.2110808,0.016861916,-0.114847265,-0.32650855,-0.14001283,0.18939266,-0.29836676,0.093455546,-0.03819872,0.01811622
p1260,-0.0006412091,-0.07626248,0.09174059,0.13836996,0.22468743,-0.15714754,0.1459127,-0.053425085,-0.023338042,0.32450742,0.17572515,-0.17527139,0.02417159,-0.15438141,0.12151608,0.22971177,-0.17425129,0.004905272,-0.27945107,0.36629033,0.14307126,-0.047418237,-0.22851145,-0.34252325,-0.11858598,0.10054232,-0.10175171,0.13770434,0.19430971,-0.006485332,-0.2668898,0.084388025,0.050954327,0.070228815,0.07087725,0.16228235,0.15267818,-0.011172214,0.077131584,0.0956717,0.056286324,0.2855078,0.032604467,-0.07850226,0.31939274,-0.22655423,-0.10231876,0.09735989,0.24438678,0.1691459,0.18694496,0.14533857,0.08735695,0.012863731,-0.17407939,-0.05627671,0.17035557,-0.14618336,-0.10143685,0.106477305,-0.3244924,0.13539073,0.046690863,-0.0713465,0.3046574,-0.22499704,0.10456966,0.0797002,0.039299678,-0.09795739,-0.06428833,-0.08642272,-0.42183903,-0.18817553,0.2742715,-0.056365732,-0.06523643,-0.16094036,-0.2634015,0.078862794,-0.1856367,-0.016360307,0.3943596,0.39300033,0.1474848,0.37961566,0.26397854,-0.33314833,0.030650035,0.17791267,-0.05352324,-0.14707258,-0.037799716,0.091165945,0.06540046,0.13906644,-0.23942296,-0.24155541,-0.016706914,0.04311415,-0.26117045,0.119423896,0.07788554,-0.059458297,0.16181748,0.08920997,-0.11119923,0.12525362,0.17480046,-0.054841768,-0.026677206,-0.19366258,0.0123360865,0.121505335,-0.017075833,0.024141505,0.19142213,-0.0063839257,0.19143838,0.10522249,-0.097351,-0.26587903,-0.20628175,0.13829654,-0.27564406,0.02928903,-0.06530002,0.01751745
